id,Age,Annual_Income_USD,Daily_Commute_km,Number_of_Cars_Owned,Charging_Stations_Near_Home,Charging_Stations_Near_Work,Environmental_Concern_Level,Gender,City_Type,Current_Car_Type,Home_Charging_Possible,Subsidy_Available,Range_Anxiety_Level,Will_Buy_EV
322,40,83735,31.5,2,5,8,2,Female,Urban,Truck,No,No,Low,No
323,32,107481,31.7,1,6,16,3,Female,Urban,Sedan,Yes,Yes,Low,No
324,55,172334,31.3,2,5,4,4,Male,Suburban,Sedan,Yes,Yes,Low,Yes
325,49,75799,25.4,2,0,6,2,Female,Suburban,Sedan,Yes,Yes,Low,No
326,29,79856,44.3,1,9,19,5,Female,Urban,Sedan,No,Yes,Medium,Yes
327,63,96517,5,3,5,5,3,Male,Suburban,Hatchback,Yes,Yes,Low,Yes
328,40,53327,5,4,12,6,4,Male,Urban,SUV,Yes,No,Low,No
329,59,85982,43.1,2,0,5,5,Male,Suburban,Sedan,Yes,Yes,Low,Yes
330,59,72483,5,1,4,7,1,Female,Urban,Truck,No,No,Medium,No
331,39,86563,5,2,0,3,4,Male,Rural,Hatchback,Yes,No,Low,No
332,60,48894,47.4,1,4,9,5,Female,Urban,SUV,No,Yes,Medium,No
333,69,30000,5,2,0,0,3,Female,Rural,Sedan,Yes,No,Low,No
334,30,83557,52.6,1,13,5,3,Male,Urban,SUV,No,Yes,Medium,No
335,39,92494,48.2,2,2,5,5,Male,Suburban,Sedan,Yes,Yes,Low,Yes
336,26,81954,5,1,6,8,2,Male,Suburban,Sedan,Yes,No,Low,No
337,29,122980,36.3,1,1,3,4,Female,Rural,Sedan,Yes,Yes,Low,Yes
338,69,124823,51,1,4,6,5,Female,Urban,Sedan,Yes,Yes,Low,Yes
339,56,94236,30,1,12,18,5,Male,Urban,Hatchback,No,Yes,Low,No
340,36,69955,44.4,1,4,5,3,Male,Suburban,Sedan,Yes,Yes,Low,Yes
341,65,101062,16.9,2,1,0,3,Male,Rural,Sedan,Yes,Yes,Low,No
342,47,89281,23.6,2,5,16,2,Male,Urban,Sedan,No,No,Medium,No
343,69,93957,25.9,1,5,7,2,Female,Suburban,SUV,Yes,No,Low,No
344,32,94545,55.4,1,5,5,5,Female,Suburban,Sedan,Yes,Yes,Low,Yes
345,43,104489,30.6,2,2,16,5,Female,Urban,Sedan,Yes,Yes,Low,Yes
346,31,146538,45.1,3,2,12,1,Male,Urban,Sedan,Yes,Yes,Low,No
347,54,75621,33.7,1,6,4,3,Female,Suburban,Sedan,Yes,Yes,Low,No
348,60,87823,29.5,2,2,7,1,Female,Suburban,Sedan,No,Yes,Low,No
349,41,163069,47.5,1,7,14,2,Female,Urban,Sedan,Yes,Yes,Low,No
350,30,47784,42.7,3,11,19,2,Male,Urban,SUV,Yes,Yes,Low,No
351,50,83066,54.4,3,3,18,1,Female,Urban,Sedan,No,No,Medium,No
352,64,115922,60.4,1,8,19,2,Female,Urban,Sedan,Yes,No,Low,No
353,67,48168,27.7,2,4,18,1,Male,Urban,Sedan,No,No,Low,No
354,60,82669,31.4,1,14,11,5,Male,Urban,Sedan,Yes,No,Low,No
355,41,63750,57.2,2,3,6,3,Female,Suburban,Sedan,Yes,Yes,Low,No
356,46,82436,5,3,12,12,4,Male,Urban,Sedan,Yes,No,Low,No
357,55,71803,40.4,3,7,8,3,Female,Suburban,Sedan,Yes,Yes,Low,No
358,51,30000,22.2,1,13,8,2,Male,Urban,Sedan,No,No,Low,No
359,39,120741,5,2,2,7,2,Female,Urban,Hatchback,Yes,Yes,Low,No
360,55,132976,24.6,2,0,6,5,Male,Suburban,SUV,Yes,Yes,Low,Yes
361,33,68670,23.2,2,11,5,3,Female,Urban,Hatchback,No,Yes,Medium,No
362,44,30000,21.8,2,5,11,5,Female,Urban,SUV,No,Yes,Medium,No
363,56,84701,25.4,1,10,17,4,Female,Urban,SUV,Yes,Yes,Low,Yes
364,32,52615,54.7,2,2,8,1,Male,Suburban,SUV,No,Yes,Low,No
365,28,51906,52.2,2,13,3,5,Female,Urban,SUV,Yes,Yes,Low,Yes
366,61,124405,43.5,2,5,9,5,Female,Suburban,Sedan,Yes,Yes,Low,Yes
367,65,105796,5,1,0,5,1,Female,Suburban,Sedan,Yes,No,Low,No
368,67,107839,31.8,1,7,6,3,Male,Urban,Sedan,Yes,Yes,Low,No
369,46,114956,56.6,1,7,8,4,Male,Suburban,Hatchback,No,Yes,Low,Yes
370,62,105576,22,2,2,19,2,Male,Urban,SUV,No,Yes,Low,No
371,30,107191,49,3,6,7,3,Female,Suburban,Hatchback,Yes,Yes,Low,No
372,64,97937,5,4,11,6,3,Male,Urban,SUV,Yes,Yes,Low,No
373,58,84768,27.3,3,2,7,4,Female,Suburban,SUV,Yes,Yes,Low,No
374,37,92749,5,3,5,2,3,Female,Suburban,Sedan,Yes,Yes,Low,No
375,52,134591,5,1,3,3,1,Male,Suburban,Truck,Yes,No,Low,No
376,48,93383,5,1,6,9,1,Female,Suburban,Sedan,No,No,Medium,No
377,46,94032,43.2,2,1,3,3,Female,Suburban,Sedan,Yes,Yes,Low,No
378,58,114964,24.5,2,14,14,1,Female,Urban,Sedan,No,No,Low,No
379,62,142784,33.1,2,7,7,5,Other,Suburban,Sedan,Yes,Yes,Low,Yes
380,43,83086,20.2,1,2,0,5,Female,Rural,Sedan,Yes,No,Low,No
381,63,67890,5,1,12,18,2,Male,Urban,SUV,No,No,Low,No
382,29,80545,45.3,2,2,9,4,Female,Suburban,Hatchback,No,Yes,Low,No
383,53,30000,5,2,5,4,5,Male,Urban,Sedan,Yes,Yes,Low,No
384,69,90674,37.7,2,6,2,5,Female,Suburban,Sedan,Yes,Yes,Low,No
385,63,102751,46.8,2,7,6,2,Male,Urban,SUV,No,Yes,Low,No
386,43,76650,26,2,2,5,4,Other,Suburban,Sedan,Yes,No,Low,No
387,67,100018,19.9,2,0,0,1,Female,Rural,Sedan,Yes,No,Low,No
388,50,74075,46.3,1,2,4,5,Female,Suburban,Hatchback,Yes,Yes,Low,No
389,28,83950,38.7,2,10,18,3,Female,Urban,Sedan,Yes,Yes,Low,No
390,49,30000,35.8,1,0,3,2,Male,Suburban,Sedan,Yes,Yes,Low,No
391,30,121461,27,2,3,6,5,Female,Suburban,SUV,Yes,Yes,Low,Yes
392,36,73566,46.4,2,1,0,1,Female,Rural,SUV,Yes,Yes,Low,No
393,46,150609,40.5,3,10,9,5,Female,Urban,Sedan,No,Yes,Low,Yes
394,57,80791,33.2,2,4,9,4,Female,Suburban,Sedan,Yes,Yes,Low,Yes
395,33,111259,32.3,2,7,4,1,Male,Urban,SUV,No,Yes,Medium,No
396,34,75980,5,1,10,3,2,Female,Urban,Sedan,Yes,No,Low,No
397,45,30000,20.7,1,2,0,4,Male,Rural,Sedan,Yes,Yes,Low,No
398,35,30000,5,1,10,18,3,Male,Urban,SUV,No,Yes,Low,No
399,60,96418,50.3,2,3,4,5,Female,Suburban,Sedan,Yes,No,Low,No
400,56,123549,27.2,2,2,5,3,Male,Suburban,Sedan,Yes,No,Low,No
401,69,75512,56.4,2,10,10,3,Female,Urban,Truck,No,Yes,Low,No
402,26,82699,28.7,2,1,2,4,Male,Rural,Sedan,Yes,Yes,Low,Yes
403,59,90912,29.8,2,1,0,4,Male,Rural,Sedan,Yes,No,Low,No
404,54,99412,42,2,5,17,5,Female,Urban,SUV,No,No,Low,No
405,58,94858,21.3,2,2,2,1,Male,Rural,SUV,Yes,Yes,Low,No
406,50,30000,37.3,2,4,3,5,Male,Suburban,SUV,No,Yes,Medium,No
407,29,30000,64.7,2,0,9,5,Male,Suburban,Sedan,Yes,Yes,Low,No
408,34,121286,38.8,3,2,4,1,Female,Suburban,SUV,Yes,Yes,Low,No
409,61,84575,5,2,6,16,2,Male,Urban,Truck,Yes,No,Low,No
410,54,95813,40,2,2,16,2,Female,Urban,Truck,No,Yes,Medium,No
411,60,81951,5,3,9,12,1,Female,Urban,SUV,No,Yes,Low,No
412,44,142796,5,1,1,9,1,Female,Suburban,Sedan,Yes,Yes,Low,No
413,34,84560,43.9,3,6,4,4,Male,Suburban,Hatchback,No,Yes,Low,Yes
414,51,47784,54.4,2,7,4,2,Female,Suburban,SUV,Yes,Yes,Low,No
415,44,83027,42.7,2,0,0,3,Male,Rural,SUV,Yes,No,Low,No
416,43,127633,15.4,2,1,3,5,Female,Suburban,SUV,Yes,Yes,Low,Yes
417,59,84681,32.7,2,1,2,4,Female,Rural,SUV,Yes,No,Low,No
418,30,72949,35.4,1,5,4,2,Male,Suburban,Hatchback,Yes,Yes,Low,No
419,43,30000,20.1,1,7,1,3,Male,Suburban,Sedan,No,No,Medium,No
420,60,94959,49.4,2,7,9,1,Female,Suburban,Sedan,Yes,No,Low,No
421,28,67626,56.9,2,4,8,2,Male,Suburban,Sedan,Yes,Yes,Low,Yes
422,57,30000,29.3,2,4,6,2,Female,Suburban,Sedan,Yes,Yes,Low,No
423,38,81483,37.3,1,4,7,5,Male,Suburban,Sedan,Yes,Yes,Low,No
424,62,57000,34.8,1,6,2,2,Male,Suburban,Sedan,Yes,No,Low,No
425,30,129898,5,2,0,3,5,Male,Rural,SUV,Yes,Yes,Low,No
426,34,61458,16,2,0,3,3,Male,Suburban,SUV,Yes,Yes,Low,No
427,44,144722,49.9,1,4,4,5,Male,Suburban,Sedan,No,Yes,Low,Yes
428,57,105640,67.4,2,6,13,1,Female,Urban,SUV,No,Yes,Medium,No
429,55,57898,5,2,0,0,5,Female,Rural,Sedan,Yes,Yes,Low,Yes
430,33,105764,50.3,1,2,12,1,Female,Urban,Sedan,Yes,Yes,Low,No
431,59,93962,17.2,2,6,8,3,Male,Suburban,SUV,Yes,No,Low,No
432,62,77979,42.1,2,2,3,5,Male,Rural,Sedan,Yes,No,Low,No
433,29,77589,32.3,1,6,6,4,Female,Suburban,SUV,Yes,No,Low,No
434,61,115948,32,1,5,7,2,Female,Suburban,SUV,Yes,No,Low,No
435,59,67597,52,2,2,1,4,Male,Rural,Sedan,Yes,Yes,Low,No
436,62,73346,5,1,0,0,5,Male,Rural,SUV,Yes,Yes,Low,Yes
437,38,95247,60.8,1,13,16,2,Female,Urban,Hatchback,No,Yes,Low,No
438,60,110595,44.9,1,2,3,4,Male,Rural,Sedan,Yes,Yes,Low,Yes
439,38,83363,62,1,7,17,3,Male,Urban,SUV,Yes,No,Low,No
440,65,52349,5,2,2,3,3,Male,Rural,Hatchback,Yes,No,Low,No
441,56,80796,30.1,1,2,19,4,Male,Urban,Hatchback,No,No,Low,No
442,67,64584,5,1,6,17,1,Female,Urban,Sedan,No,No,Low,No
443,51,123053,5,2,0,3,3,Male,Suburban,Sedan,Yes,No,Low,No
444,63,30000,46.7,2,6,13,1,Female,Urban,Sedan,Yes,No,Low,No
445,66,30000,5,2,6,4,3,Female,Urban,SUV,Yes,No,Low,No
446,58,97937,5,1,4,7,2,Female,Urban,SUV,Yes,No,Low,No
447,41,81952,5,2,2,8,1,Female,Suburban,SUV,Yes,No,Low,No
448,65,30000,50.2,1,4,6,3,Male,Urban,Sedan,No,No,Medium,No
449,27,90557,35.4,1,5,13,4,Female,Urban,Truck,No,No,Low,No
450,33,39253,55,1,10,5,1,Male,Urban,SUV,Yes,No,Low,No
451,49,30000,39.7,3,12,17,2,Female,Urban,Sedan,No,No,Low,No
452,35,65726,28.9,1,2,10,1,Female,Urban,Sedan,No,Yes,Low,No
453,63,107950,37.5,3,14,17,1,Male,Urban,SUV,Yes,Yes,Low,No
454,58,95515,45.8,2,12,16,3,Female,Urban,SUV,Yes,Yes,Low,No
455,65,111837,18.9,3,2,5,4,Male,Suburban,Sedan,Yes,Yes,Low,No
456,54,78815,27.9,2,4,13,2,Male,Urban,Hatchback,No,No,Low,No
457,47,111951,17.8,2,11,18,5,Male,Urban,Hatchback,No,Yes,Low,Yes
458,39,113911,5,2,7,2,4,Male,Suburban,Sedan,Yes,Yes,Low,Yes
459,41,100872,29.1,1,9,10,4,Male,Urban,SUV,No,No,Medium,No
460,54,102773,16.2,2,2,1,2,Female,Rural,SUV,Yes,No,Low,No
461,32,98671,26.6,2,6,9,5,Female,Suburban,Truck,Yes,Yes,Low,No
462,46,30000,5,1,1,0,2,Male,Rural,SUV,Yes,Yes,Low,No
463,43,30000,34.1,3,13,5,2,Female,Urban,Sedan,No,Yes,Low,No
464,35,92372,38.7,1,2,9,1,Male,Suburban,SUV,Yes,No,Low,No
465,53,99425,5,2,9,17,2,Male,Urban,Sedan,No,Yes,Low,No
466,67,68480,28.6,1,14,6,3,Male,Urban,Hatchback,Yes,Yes,Low,No
467,55,86942,45.3,1,3,12,4,Female,Urban,SUV,Yes,Yes,Low,Yes
468,54,82768,37.5,1,10,6,4,Male,Urban,SUV,No,Yes,Low,No
469,57,132993,41.5,4,0,1,3,Male,Rural,Sedan,Yes,No,Low,No
470,33,64417,32.1,1,7,13,5,Female,Urban,Sedan,No,No,Medium,No
471,63,30000,44,2,0,3,4,Male,Rural,Sedan,Yes,No,Low,No
472,37,74057,39.7,1,2,3,5,Male,Rural,Sedan,Yes,Yes,Low,No
473,45,111282,60.3,1,14,8,4,Male,Urban,Sedan,No,Yes,Low,No
474,29,103132,5,1,2,2,2,Female,Rural,SUV,Yes,No,Low,No
475,44,69465,5,2,6,14,2,Female,Urban,Sedan,No,No,Low,No
476,36,105950,67.5,2,2,4,2,Male,Urban,SUV,No,Yes,High,No
477,28,87895,31.7,2,7,15,1,Male,Urban,Hatchback,Yes,Yes,Low,No
478,25,73947,42.3,4,5,7,4,Female,Suburban,SUV,Yes,No,Low,No
479,26,96537,49.4,2,7,4,4,Male,Suburban,SUV,Yes,Yes,Low,Yes
480,37,115933,53,3,1,8,4,Male,Suburban,SUV,Yes,No,Low,No
481,56,40588,30.4,1,13,16,3,Male,Urban,SUV,No,Yes,Low,No
482,27,114079,29.8,1,12,19,3,Male,Urban,Sedan,No,Yes,Low,No
483,32,43932,56,1,0,1,1,Female,Rural,Sedan,Yes,Yes,Low,No
484,60,97934,56.9,1,9,13,4,Female,Urban,Hatchback,Yes,Yes,Low,Yes
485,48,63737,61,2,13,16,5,Male,Urban,Sedan,Yes,Yes,Low,Yes
486,52,63844,23.9,2,4,6,4,Female,Suburban,Sedan,Yes,No,Low,No
487,52,67778,36.8,1,2,3,4,Male,Rural,Sedan,Yes,No,Low,No
488,43,133770,58.7,1,12,4,5,Male,Urban,Sedan,No,Yes,Low,Yes
489,42,94814,5,2,3,6,3,Female,Suburban,Sedan,Yes,Yes,Low,No
490,44,96526,37.8,1,1,0,2,Female,Rural,SUV,Yes,No,Low,No
491,35,57898,5,2,3,6,5,Male,Urban,Sedan,Yes,Yes,Low,Yes
492,69,88345,62.4,1,7,17,4,Male,Urban,Sedan,No,Yes,Low,No
493,56,93857,44.9,2,3,2,3,Male,Suburban,Sedan,Yes,No,Low,No
494,43,83023,5,2,6,9,4,Female,Urban,Sedan,Yes,Yes,Low,Yes
495,50,75874,29.1,2,10,4,2,Female,Urban,Hatchback,No,Yes,Low,No
496,50,52860,33,1,11,16,2,Female,Urban,SUV,Yes,No,Low,No
497,50,72963,58.4,1,12,7,2,Female,Urban,Sedan,Yes,Yes,Low,No
498,67,91818,5,1,2,2,3,Male,Rural,SUV,Yes,Yes,Low,Yes
499,56,74981,47.3,2,2,9,4,Female,Suburban,Sedan,Yes,No,Low,No
500,56,135849,37.8,1,12,10,3,Female,Urban,Hatchback,Yes,Yes,Low,Yes
501,62,121813,67.6,2,14,13,1,Female,Urban,SUV,No,No,Medium,No
502,41,107430,5,1,5,5,5,Male,Suburban,Hatchback,Yes,Yes,Low,Yes
503,42,58519,5,1,10,14,2,Male,Urban,Sedan,No,No,Low,No
504,50,69998,46.4,2,13,6,2,Male,Urban,Sedan,Yes,No,Low,No
505,25,87555,5,3,11,12,2,Female,Urban,SUV,No,No,Low,No
506,57,100878,42.2,3,9,4,5,Other,Urban,Sedan,No,Yes,Low,Yes
507,46,112750,18.1,3,3,8,5,Male,Suburban,SUV,Yes,No,Low,No
508,45,120518,32.2,1,1,2,1,Male,Suburban,Sedan,Yes,No,Low,No
509,62,72955,49.4,1,9,16,4,Male,Urban,SUV,Yes,No,Low,No
510,34,107315,59.9,3,1,9,4,Female,Suburban,SUV,No,Yes,Low,No
511,26,90150,24.5,2,6,1,1,Female,Suburban,Sedan,Yes,Yes,Low,No
512,66,111245,5,1,8,19,1,Female,Urban,SUV,No,Yes,Low,No
513,35,132490,24.8,1,6,1,5,Male,Suburban,Sedan,Yes,No,Low,No
514,48,126487,55.3,2,2,2,3,Female,Suburban,Truck,Yes,Yes,Low,No
515,37,123826,21.5,1,4,2,2,Female,Suburban,Hatchback,No,Yes,Low,No
516,27,81483,51.1,2,13,12,5,Male,Urban,Hatchback,Yes,Yes,Low,Yes
517,27,96991,23.2,1,7,12,4,Female,Urban,Truck,Yes,No,Low,No
518,52,76983,50.8,1,2,2,4,Female,Rural,Sedan,Yes,No,Low,No
519,41,95892,30.6,1,0,0,5,Male,Rural,SUV,Yes,Yes,Low,Yes
520,29,73556,5,3,11,16,3,Male,Urban,SUV,Yes,Yes,Low,No
521,55,89502,43.2,2,3,8,4,Male,Suburban,Sedan,Yes,No,Low,No
522,45,99524,16.3,1,0,3,2,Male,Rural,Hatchback,Yes,No,Low,No
523,39,90968,36.3,3,11,4,4,Male,Urban,SUV,No,No,Low,No
524,62,53904,43.3,1,6,5,3,Female,Suburban,SUV,Yes,No,Low,No
525,33,132704,26.6,1,10,14,3,Male,Urban,Sedan,No,Yes,Low,Yes
526,26,63919,54.7,2,11,6,5,Male,Urban,Sedan,No,Yes,Low,Yes
527,38,116449,5,2,7,4,3,Female,Urban,Hatchback,Yes,Yes,Low,No
528,53,85342,57,1,12,19,2,Male,Urban,Hatchback,No,Yes,Low,No
529,47,69982,39.3,1,0,0,1,Male,Rural,SUV,Yes,Yes,Low,No
530,37,30000,52.1,3,4,6,2,Male,Suburban,SUV,Yes,Yes,Low,No
531,29,91213,62.4,2,8,15,4,Female,Urban,SUV,Yes,No,Low,No
532,66,107542,5,2,4,1,1,Male,Suburban,Sedan,Yes,Yes,Low,No
533,34,64939,5,1,4,2,2,Male,Suburban,Sedan,Yes,No,Low,No
534,34,90198,51.9,1,14,14,2,Female,Urban,Sedan,Yes,No,Low,No
535,49,113361,5,1,1,2,2,Male,Rural,SUV,Yes,Yes,Low,Yes
536,36,88125,33.3,1,7,11,1,Female,Urban,SUV,No,Yes,Low,No
537,45,121053,45.2,1,2,4,1,Male,Suburban,Sedan,Yes,Yes,Low,No
538,47,77496,5,1,12,11,1,Female,Urban,SUV,No,Yes,Low,No
539,53,92372,36.4,2,2,2,2,Male,Suburban,Sedan,Yes,Yes,Low,No
540,69,98741,34.4,1,6,5,1,Female,Urban,Sedan,Yes,Yes,Low,No
541,36,115576,32.7,1,6,8,3,Male,Urban,Hatchback,Yes,Yes,Low,Yes
542,27,92431,52.2,1,0,9,2,Female,Suburban,SUV,Yes,No,Low,No
543,31,30000,19.7,3,2,5,3,Male,Urban,Sedan,No,Yes,Low,No
544,46,136587,46.2,2,0,9,5,Male,Suburban,SUV,Yes,Yes,Low,Yes
545,44,73479,5,1,3,16,4,Female,Urban,Truck,No,No,Low,No
546,43,67954,5,2,6,6,2,Male,Suburban,SUV,Yes,No,Low,No
547,37,133823,36.8,2,5,6,3,Female,Suburban,Sedan,No,Yes,Medium,No
548,44,52759,5,3,2,9,1,Male,Suburban,Sedan,Yes,Yes,Low,No
549,66,103414,46.5,2,2,7,1,Female,Suburban,Sedan,Yes,Yes,Low,No
550,66,101737,18.8,2,3,9,1,Female,Urban,Sedan,Yes,No,Low,No
551,50,82870,28.4,1,2,2,1,Male,Rural,SUV,Yes,Yes,Low,No
552,63,56845,12.3,2,2,14,1,Male,Urban,Sedan,No,No,Low,No
553,40,61559,5,1,8,12,4,Female,Urban,Truck,No,No,Low,No
554,40,85512,16.6,2,10,3,1,Male,Urban,Truck,No,Yes,Low,No
555,29,89578,44.1,2,0,7,5,Female,Suburban,SUV,Yes,Yes,Low,No
556,54,54729,48.2,2,3,12,4,Male,Urban,Sedan,Yes,No,Low,No
557,62,118431,31,1,0,2,2,Female,Rural,SUV,Yes,No,Low,No
558,51,73949,17.8,1,6,5,5,Female,Suburban,SUV,Yes,No,Low,No
559,45,79207,42.7,2,5,2,3,Female,Suburban,Sedan,Yes,Yes,Low,No
560,54,113030,30.4,1,7,3,1,Male,Suburban,Sedan,No,No,Medium,No
561,44,30000,32.3,1,5,7,5,Male,Urban,Hatchback,Yes,Yes,Low,No
562,40,85454,56.6,1,10,13,2,Male,Urban,Sedan,No,Yes,Low,No
563,35,115473,59.2,1,7,6,2,Male,Urban,Sedan,Yes,No,Low,No
564,64,87936,5,1,3,12,4,Female,Urban,Sedan,No,No,Low,No
565,51,79548,35.4,2,6,13,1,Female,Urban,Sedan,No,No,Low,No
566,61,109218,36.7,2,0,2,3,Female,Rural,Sedan,Yes,No,Low,No
567,61,107819,55.5,2,0,1,1,Male,Rural,SUV,Yes,No,Low,No
568,56,89501,39.5,2,7,17,4,Other,Urban,Sedan,Yes,Yes,Low,No
569,45,72623,37.5,2,11,12,1,Male,Urban,Sedan,No,Yes,Medium,No
570,32,91613,49.1,2,14,3,4,Female,Urban,Sedan,Yes,No,Low,No
571,67,54917,11,1,7,3,3,Male,Urban,SUV,Yes,No,Low,No
572,49,30000,43.9,1,5,6,4,Female,Suburban,SUV,No,No,Medium,No
573,47,148825,53,1,6,6,5,Male,Suburban,SUV,Yes,Yes,Low,Yes
574,46,148216,5,2,1,9,4,Male,Suburban,Sedan,Yes,Yes,Low,Yes
575,25,84584,47.1,2,2,2,1,Female,Suburban,Sedan,Yes,No,Low,No
576,34,94581,5,3,0,4,4,Male,Suburban,Truck,Yes,No,Low,No
577,33,139945,5,2,4,18,5,Female,Urban,SUV,Yes,Yes,Low,Yes
578,46,72376,32.7,2,6,4,1,Female,Suburban,Truck,Yes,No,Low,No
579,39,64488,38.8,3,3,1,1,Female,Suburban,SUV,No,Yes,Medium,No
580,36,86449,5,1,6,9,5,Female,Suburban,SUV,Yes,Yes,Low,Yes
581,62,93321,43.7,1,8,3,3,Male,Urban,Sedan,Yes,No,Low,No
582,59,70922,18.3,2,0,1,5,Female,Rural,Sedan,Yes,Yes,Low,Yes
583,33,82313,29.1,1,2,7,4,Female,Suburban,SUV,Yes,Yes,Low,No
584,66,30000,5,1,14,6,3,Male,Urban,Sedan,Yes,Yes,Low,No
585,47,64788,52.5,1,12,18,3,Male,Urban,SUV,Yes,No,Low,No
586,65,84730,5,2,3,9,2,Male,Suburban,Sedan,Yes,Yes,Low,No
587,63,69073,22.7,2,2,1,4,Female,Suburban,Sedan,Yes,Yes,Low,No
588,65,88877,38.8,3,2,2,3,Female,Rural,Sedan,Yes,No,Low,No
589,27,72317,57.4,2,2,5,5,Male,Urban,Sedan,No,No,Medium,No
590,47,120741,27,2,6,9,4,Male,Suburban,Sedan,Yes,Yes,Low,Yes
591,56,80713,20.4,2,4,5,5,Male,Suburban,Sedan,Yes,Yes,Low,Yes
592,41,82601,31.6,1,14,6,1,Male,Urban,Sedan,No,No,Low,No
593,43,61385,47.3,1,2,1,3,Male,Rural,Sedan,Yes,Yes,Low,No
594,50,79434,27.1,1,7,2,1,Female,Suburban,Hatchback,Yes,Yes,Low,No
595,47,74087,5,1,14,8,3,Male,Urban,Sedan,No,Yes,Low,No
596,51,133070,24.4,1,4,9,4,Male,Suburban,Hatchback,Yes,Yes,Low,No
597,27,80632,5,1,0,5,2,Female,Suburban,SUV,Yes,Yes,Low,No
598,65,49223,47.3,2,13,19,1,Female,Urban,Hatchback,Yes,Yes,Low,No
599,36,81815,23.2,2,3,12,1,Male,Urban,Sedan,Yes,No,Low,No
600,49,102882,5,3,1,2,2,Male,Rural,Hatchback,Yes,Yes,Low,No
601,34,46688,47.9,2,5,5,2,Male,Suburban,Sedan,Yes,No,Low,No
602,43,102893,47.2,2,0,2,3,Female,Suburban,Sedan,Yes,No,Low,No
603,50,64920,31.9,2,6,4,3,Male,Suburban,Sedan,Yes,No,Low,No
604,49,45419,5,1,2,1,3,Male,Suburban,Sedan,Yes,Yes,Low,No
605,25,58877,41.6,3,3,16,4,Other,Urban,Sedan,Yes,Yes,Low,Yes
606,58,93486,19.9,1,0,6,1,Female,Suburban,Hatchback,Yes,No,Low,No
607,68,85469,5,1,1,4,2,Female,Suburban,Hatchback,Yes,Yes,Low,No
608,62,70905,15.3,2,5,7,5,Female,Urban,SUV,Yes,No,Low,No
609,67,91282,5,2,3,14,1,Male,Urban,Sedan,Yes,Yes,Low,No
610,63,64927,27,3,13,13,2,Male,Urban,Sedan,No,Yes,Low,No
611,54,63371,54.3,3,4,12,1,Male,Urban,Sedan,Yes,No,Low,No
612,32,107517,47.6,1,6,9,2,Male,Urban,SUV,No,Yes,Low,No
613,44,66417,31.5,2,7,3,2,Female,Urban,Hatchback,No,Yes,Medium,No
614,43,51593,48.5,2,2,2,3,Male,Rural,SUV,Yes,Yes,Low,Yes
615,28,71954,5,2,4,5,2,Male,Suburban,SUV,Yes,No,Low,No
616,49,91675,5,2,11,13,4,Female,Urban,SUV,No,No,Low,No
617,61,107819,5,2,4,5,5,Male,Suburban,Sedan,Yes,Yes,Low,Yes
618,53,87430,47.4,1,2,3,4,Male,Suburban,Hatchback,Yes,Yes,Low,No
619,69,87779,17.2,2,6,10,3,Female,Urban,SUV,No,No,Low,No
620,59,51741,51.8,3,8,14,5,Male,Urban,Sedan,Yes,No,Low,No
621,38,73361,56.6,2,2,2,3,Male,Rural,Sedan,Yes,No,Low,No
622,49,58577,5,1,3,7,1,Male,Suburban,SUV,Yes,No,Low,No
623,29,128821,29,1,4,4,4,Male,Urban,SUV,Yes,Yes,Low,No
624,49,99295,16.6,1,0,9,4,Male,Suburban,Sedan,Yes,Yes,Low,No
625,54,79524,59.7,3,13,16,2,Female,Urban,SUV,No,No,Low,No
626,30,113668,46,1,0,1,2,Male,Rural,Sedan,Yes,Yes,Medium,No
627,45,72876,33.9,2,14,11,3,Female,Urban,Sedan,No,No,Low,No
628,36,94091,66.6,1,10,10,3,Male,Urban,Sedan,No,Yes,Medium,No
629,61,90859,34.2,2,12,17,1,Male,Urban,Sedan,Yes,Yes,Low,No
630,27,30000,34.7,2,3,17,2,Male,Urban,Hatchback,Yes,Yes,Low,No
631,26,121387,18.5,1,0,1,5,Male,Rural,Sedan,Yes,Yes,Low,Yes
632,67,95289,19.5,2,1,3,5,Female,Rural,Hatchback,Yes,No,Low,No
633,46,72637,48.5,1,5,3,3,Female,Suburban,Sedan,Yes,No,Low,No
634,32,70905,32.5,2,5,5,2,Male,Suburban,SUV,Yes,Yes,Low,No
635,47,75725,22.7,2,3,2,4,Female,Suburban,Truck,Yes,Yes,Low,Yes
636,42,113361,22.9,2,3,10,2,Male,Urban,SUV,Yes,Yes,Low,No
637,56,61838,36.4,1,7,5,2,Male,Suburban,Truck,Yes,Yes,Low,No
638,67,30000,29.7,1,12,5,5,Female,Urban,Sedan,No,Yes,Low,No
639,29,72270,5,1,2,4,2,Male,Suburban,SUV,Yes,No,Low,No
640,67,120774,5,3,2,7,2,Female,Suburban,Sedan,Yes,Yes,Low,No
641,35,81958,54.1,1,11,16,5,Female,Urban,SUV,No,Yes,Low,No
642,35,106546,57.4,2,7,6,4,Male,Urban,Sedan,No,Yes,Medium,No
643,69,123852,46.5,1,2,6,5,Male,Suburban,Sedan,Yes,Yes,Low,Yes
644,50,93562,26,2,6,12,5,Male,Urban,Sedan,No,No,Low,No
645,43,81451,13,2,7,9,5,Male,Suburban,SUV,Yes,Yes,Low,Yes
646,33,30000,48.1,1,7,9,2,Female,Suburban,SUV,Yes,No,Low,No
